word_idx,word_id,word,accuracy
12365,w_dc2083c393c3bb0d,endurable,0.865612648221343
12366,w_1b04bf3ef0626066,fought,0.865612648221343
12367,w_1111bf16d3c78433,paperboard,0.865612648221343
12368,w_a8e0a449b0bd8b19,nordic,0.865573770491803
12369,w_8e4bf0a9b5c91f56,predestination,0.865573770491803
12370,w_7a46ebeab72c35a9,guideless,0.865573770491803
12371,w_3e6b71ea580132a6,fist,0.865546218487395
12372,w_fbd74750aaa8cb1c,proficiency,0.86551724137931
12373,w_52c1bdd5d2f11427,biodynamic,0.865454545454545
12374,w_6ef4176865e8d416,disassociation,0.865454545454545
12375,w_4a9fb8d92972382b,binding,0.865384615384615
12376,w_69f0e8cdc8522d3d,limb,0.865384615384615
12377,w_c5e50d412e7141ae,bartender,0.865384615384615
12378,w_cd8d31d50b64dbb1,rosemary,0.865384615384615
12379,w_d7f434d5c227dde7,proving,0.865384615384615
12380,w_aa5acc32a868b486,documental,0.865384615384615
12381,w_6c60b5fcc4179193,weaving,0.865384615384615
12382,w_917da8f69b53a783,psychoactive,0.865384615384615
12383,w_bb5593ac03415183,powerlessness,0.865384615384615
12384,w_d3b3c59bb4696e3f,burrito,0.865319865319865
12385,w_1949976e552d8ab2,woodcraft,0.865319865319865
12386,w_0524fc11d41350c6,podium,0.865306122448979
12387,w_1c40b2456e534119,miner,0.865306122448979
12388,w_caa6a765d46b29ba,labrador,0.865306122448979
12389,w_770d91f7148831d3,realistically,0.865276872964169
12390,w_cd02105be90b450b,mouthful,0.865248226950354
12391,w_8d6db2dec62a8efb,narrowness,0.865248226950354
12392,w_73eceb1a45d5fc40,unverified,0.865248226950354
12393,w_0f9a44f3f8dad344,unrewarded,0.865248226950354
12394,w_8ce97a0b8addb303,changeless,0.865248226950354
12395,w_edde5448f4a1b1fd,outrageous,0.865217391304347
12396,w_18257297fca28020,turnout,0.865203761755485
12397,w_b27f6fc44a04c51d,neuropathology,0.865203761755485
12398,w_7eb684dff706bbd5,cape,0.865168539325842
12399,w_62605771df1cd787,fasting,0.865168539325842
12400,w_b8cd10d4641424de,accumulatively,0.865168539325842
12401,w_790c7edee9776035,interfere,0.865079365079365
12402,w_8e93afd28665a2e2,playmaker,0.865079365079365
12403,w_dfc5743208b50e6c,diversified,0.865079365079365
12404,w_f0fa5977a0d5649d,schoolroom,0.865079365079365
12405,w_69d17b5e28563deb,mysteriousness,0.865079365079365
12406,w_88faac11dac22111,partition,0.865051903114186
12407,w_3baaa792aa3eec25,hung,0.865051903114186
12408,w_f8ad95e54e3cc9f8,revisit,0.865051903114186
12409,w_8da4f587f30db3e6,skepticism,0.865051903114186
12410,w_8aa8e6a0d03e19fa,renaissance,0.865051903114186
12411,w_e2b63c5940ecf999,nonstandard,0.865051903114186
12412,w_ffed2b6549173eae,groundwater,0.865051903114186
12413,w_23ccd99e4cb586bc,manageability,0.865051903114186
12414,w_2519bd6a7580decc,classy,0.864978902953586
12415,w_2bfe85a0b876c9f9,lawful,0.864963503649635
12416,w_97dd8cdfab89963b,revive,0.864963503649635
12417,w_1379d70bc1102ac9,whipped,0.864963503649635
12418,w_3163e16bf0497ae2,formalism,0.864963503649635
12419,w_958c6b06d87ff9ba,creditable,0.864963503649635
12420,w_ab7ce7a6701ea71e,aftercare,0.864963503649635
12421,w_d7e2beb708db06c0,semicircular,0.864963503649635
12422,w_2fa51e6987e52bbb,egocentricity,0.864963503649635
12423,w_9932e0a2b779875f,electrocardiography,0.864963503649635
12424,w_c16424a692301993,wineshop,0.864951768488746
12425,w_b9d3ab08f050276f,asymmetrically,0.864951768488746
12426,w_3f96894f766f2f77,enhance,0.864864864864864
12427,w_2349f2492b732c7d,deficient,0.864864864864864
12428,w_2b5d698dc1dfa3a3,reclamation,0.864864864864864
12429,w_01ec53c61a2e06b7,meditator,0.864864864864864
12430,w_5b5c5bb68e120e63,moneybox,0.864864864864864
12431,w_3f3094e9119b4b9b,acknowledgeable,0.864779874213836
12432,w_db1df886734c7415,spokesman,0.864768683274021
12433,w_8cd20a6fe86b95cb,unsealed,0.864768683274021
12434,w_8de5f2987761229f,cannon,0.864768683274021
12435,w_dbf30c827e761e1f,jumpsuit,0.864768683274021
12436,w_3f26172a974698ff,useable,0.864768683274021
12437,w_5e6dfd917913d8d9,situate,0.864768683274021
12438,w_b8fad891d4314ddc,ascend,0.864754098360655
12439,w_f60b07e563467060,unromantic,0.864754098360655
12440,w_6ba3b21a0cc74e14,paramount,0.864686468646864
12441,w_176939638191d5a1,authentication,0.864686468646864
12442,w_536496e87df8ca99,comparably,0.864686468646864
12443,w_13ed32d536dc1a35,elastically,0.864686468646864
12444,w_4cb6473242d840fb,coexist,0.864661654135338
12445,w_9c5c72058db17d14,copper,0.864661654135338
12446,w_413bc6164a680171,retrieve,0.864661654135338
12447,w_5587da4270f0a8b5,oversea,0.864661654135338
12448,w_efc1fcca62faed98,oxidation,0.864661654135338
12449,w_f062ef59202249cd,sitemap,0.864661654135338
12450,w_8a1efcd72c2b02a5,heartburning,0.864661654135338
12451,w_748372fa1af2d0a0,obviousness,0.864661654135338
12452,w_f0e72fe7b2232efa,greed,0.864628820960698
12453,w_298b98a23fde3103,sneaky,0.864628820960698
12454,w_719ec680a9f71037,hypercompetitive,0.864583333333333
12455,w_982692836c3a7293,biophysicist,0.864541832669322
12456,w_a0690273be9242a9,triathlon,0.864468864468864
12457,w_8d781104de61e4a5,thereafter,0.864468864468864
12458,w_c7832f07ec6fced8,snowfield,0.864468864468864
12459,w_d68baed0f6bcc901,intercepting,0.864468864468864
12460,w_12eaa610ede58366,degenerative,0.864406779661017
12461,w_fe43673914ccf50e,unstated,0.864406779661017
12462,w_8977190ae8a4ebc5,underemployment,0.864406779661017
12463,w_def09e7948354a7d,disappointingly,0.864406779661017
12464,w_04b7e30018aff9c6,retreating,0.864353312302839
12465,w_99ff663eb324e2b5,tearfully,0.864353312302839
12466,w_ae21c64a87f6bb0b,align,0.864341085271317
12467,w_4888c57fe4c506dd,jukebox,0.864341085271317
12468,w_abe9a54b9a41a03f,disclaim,0.864341085271317
12469,w_a704fcda3462b5cf,associatively,0.864341085271317
12470,w_5ac8834cd91b1b3f,poverty,0.864285714285714
12471,w_147e9311957cb52a,dashed,0.864285714285714
12472,w_171a51ff31dec974,regulative,0.864285714285714
12473,w_e407ff948e408a33,audiometer,0.864285714285714
12474,w_983a8c4b706f5a03,choppers,0.864285714285714
12475,w_5e451c08c8388e5d,isotope,0.864238410596026
12476,w_a3b8317ca4d7af49,paradigm,0.864197530864197
12477,w_fa13bd2c4dd05d0c,prostate,0.864197530864197
12478,w_5d288ad264adcc2a,fallback,0.864197530864197
12479,w_9885162c65ca34ae,webdeveloper,0.864197530864197
12480,w_cd4389dd016db6be,duplicability,0.864197530864197
12481,w_eac5953269155bee,hairlessness,0.864197530864197
12482,w_5eaece5f08370e3f,cliff,0.864150943396226
12483,w_149eab4b8e99c93d,perversion,0.864150943396226
12484,w_012d8ad5253e2df1,autography,0.864150943396226
12485,w_1ab11b4f127960d1,orthopedics,0.864150943396226
12486,w_04be3190318ce174,biblical,0.864111498257839
12487,w_410dcc96b08ed4f0,phobic,0.864111498257839
12488,w_9835c3022ca19d13,mousetrap,0.864111498257839
12489,w_2f2ffb0170a1263a,unintentional,0.86404833836858
12490,w_b929dec43bc99c16,faded,0.864035087719298
12491,w_c0eeb6c8238369db,tribune,0.864
12492,w_caeaa8e093930820,deepness,0.864
12493,w_2bd70faaff2dc314,factorial,0.864
12494,w_4d12b1205a75f300,fiancee,0.864
12495,w_a5fac50465bd7c42,harmonist,0.864
12496,w_e82823f9f2b1b841,comprehend,0.863970588235294
12497,w_9279d6ac0b766a31,anyhow,0.863970588235294
12498,w_f16b206bccf36ec1,repacking,0.863970588235294
12499,w_12eed4a0753f354d,hydrologist,0.863970588235294
12500,w_0d78bf2a414ab660,moneybags,0.863970588235294
12501,w_6cbadb04ccfbdc29,cannibalization,0.863970588235294
12502,w_7f368cfea55774b7,nonfunctioning,0.863970588235294
12503,w_7ad00a6c50091ce4,liberality,0.863970588235294
12504,w_2f7e4684cc51c241,enhanced,0.863945578231292
12505,w_6358b5cb2992b884,manifesto,0.863945578231292
12506,w_645ae7777fee95e4,noncircular,0.863945578231292
12507,w_15280ed5742cade9,restlessness,0.863945578231292
12508,w_02607fc0b2b4dcd6,ungratefulness,0.863945578231292
12509,w_ab240565f06397c5,hookers,0.863924050632911
12510,w_00b8a9947294c6d8,dogfight,0.863924050632911
12511,w_967c631e053824b7,interrupter,0.863829787234042
12512,w_6a7ad5057369339f,adventurously,0.863829787234042
12513,w_45932d6fa98f39c5,decimal,0.863813229571984
12514,w_b5d9eb8c1c8894ec,fencing,0.863813229571984
12515,w_6c8d086975f3cf2d,gravestone,0.863813229571984
12516,w_ff469770526653de,middleweight,0.863813229571984
12517,w_79cc1b9cf7722606,disguise,0.863799283154121
12518,w_f06df609aed50661,anchor,0.863799283154121
12519,w_24e8b468371eb73e,snoring,0.863799283154121
12520,w_d34457023e8cc290,polo,0.863799283154121
12521,w_13323234113cd8f7,culinary,0.863787375415282
12522,w_b54b068b9aaa670a,unselective,0.863787375415282
12523,w_e0d6ae5cf2a2d0c1,cargo,0.863636363636363
12524,w_80c62c781443e17a,donor,0.863636363636363
12525,w_57649289d3842112,notably,0.863636363636363
12526,w_f29be653b955bd3c,formative,0.863636363636363
12527,w_4c1158ebaad90ac1,gracious,0.863636363636363
12528,w_d9135633cbbe6de5,notoriously,0.863636363636363
12529,w_31260106302ea571,fatalist,0.863636363636363
12530,w_bbea618247e17a19,caricature,0.863636363636363
12531,w_1336c5c489a9b780,puncher,0.863636363636363
12532,w_c2c21ea4875ddae2,wartime,0.863636363636363
12533,w_9af6e6af4d5ab234,bathwater,0.863636363636363
12534,w_971e1097d2bb4215,elaborative,0.863636363636363
12535,w_ff69cbeb4cbf769e,houseplant,0.863636363636363
12536,w_c6b4ad2586d34bd5,freehanded,0.863636363636363
12537,w_3ebd8eb3ec7a8f2a,rearrangement,0.863636363636363
12538,w_8566c02c6fcb202f,sociocultural,0.863636363636363
12539,w_f5d675dad1bf5fba,transactional,0.863636363636363
12540,w_4331c453891371ce,recreationist,0.863636363636363
12541,w_44a8e7e745656c25,phonographically,0.863636363636363
12542,w_a9aa36b8a23a9a3a,ongoing,0.863492063492063
12543,w_1308968ae01e24d7,presumption,0.863481228668942
12544,w_a5409f9549479206,unbaked,0.863481228668942
12545,w_4644fd128a314137,vicious,0.863468634686346
12546,w_f1c5b85b86c731e7,distinctly,0.863468634686346
12547,w_ff87b58e3df1b641,embracing,0.863468634686346
12548,w_9601258974f00b94,monochrome,0.863468634686346
12549,w_377888d7d9135ddf,sociopath,0.863468634686346
12550,w_a3f8b60ee82538d1,settling,0.863468634686346
12551,w_ff3a6f3b41f1c1e0,rollback,0.863468634686346
12552,w_b86c51e3a838525e,strictness,0.863468634686346
12553,w_734e6029999f66b8,metaphorically,0.863468634686346
12554,w_73cc33b96ddcddc9,spike,0.863453815261044
12555,w_ad2b6e09a5c3d48c,crop,0.863453815261044
12556,w_f2326490a44ede89,slicing,0.863453815261044
12557,w_e596b996f92d6820,variance,0.863333333333333
12558,w_1c87c902640dc8ce,heatwave,0.863333333333333
12559,w_d990bbc1ef1bf914,columnist,0.863309352517985
12560,w_20c3198f5e86f879,grasshopper,0.863309352517985
12561,w_d17a54d7d91834fd,kickable,0.863309352517985
12562,w_5a551fd388f87e18,confederate,0.863309352517985
12563,w_b3e0762969382453,cancelation,0.863309352517985
12564,w_db3f907eda716b10,counterbalance,0.863309352517985
12565,w_2a661a437879a531,talkback,0.863309352517985
12566,w_6d35e0f68c7bcd6b,protectionism,0.863309352517985
12567,w_a7a60b68a6182905,wool,0.86328125
12568,w_118dbfe065dfeb23,vaporizer,0.86328125
12569,w_391c48144b539317,simpler,0.86328125
12570,w_e80fc49bab8597aa,lovechild,0.86328125
12571,w_86350c75f9bc6aa0,newspaperman,0.86328125
12572,w_3d8c3bceb0e24a25,occupancy,0.863247863247863
12573,w_1c5e7acb5a327e3d,corporal,0.863192182410423
12574,w_0acda5db942be503,neoclassic,0.863192182410423
12575,w_44de0db0255d0a17,peek,0.863157894736842
12576,w_31c8610f9c0560ab,housemaid,0.863157894736842
12577,w_ea2543be74a304b1,blanked,0.863157894736842
12578,w_7a0dd3271173b6ae,adjustably,0.863157894736842
12579,w_e8b4a5056b9c34d3,disrespectfully,0.863157894736842
12580,w_17138af5c3efb205,withdrawal,0.863117870722433
12581,w_28f31e2952099b5d,hooligan,0.863117870722433
12582,w_6c7bd5219214e469,adolescence,0.863117870722433
12583,w_bf6b72f602deb3cd,overpass,0.863117870722433
12584,w_c28a628d305b35b6,momentary,0.863117870722433
12585,w_c45d900cedce0c31,paleontologist,0.863117870722433
12586,w_2162f4341fa8e903,aftertime,0.863117870722433
12587,w_a8fe48f91cdb7b94,signboard,0.863117870722433
12588,w_9eac05798174c002,microprint,0.863117870722433
12589,w_62d123062a8c4859,additive,0.863070539419087
12590,w_f08e1719da076ab3,detachment,0.863070539419087
12591,w_577633048497efd1,assumption,0.863013698630137
12592,w_c6346feab8522dea,maternal,0.863013698630137
12593,w_ffa5b4f66e952298,nonstrategic,0.863013698630137
12594,w_fe6a4ded58cd0fbb,roaster,0.862962962962962
12595,w_117ec720ea4b9670,uppercase,0.862962962962962
12596,w_8a708124ac7c39e5,positivism,0.862962962962962
12597,w_9772a5adcb4ad985,menswear,0.862962962962962
12598,w_5bc1fa29f93d6ceb,accordance,0.862903225806451
12599,w_acd4abaa528101fd,popularly,0.862903225806451
12600,w_b2f6067747420b1c,healthiness,0.862903225806451
12601,w_19bd1503d9bad449,sidebar,0.862815884476534
12602,w_436b932fe62609ab,tarantula,0.862815884476534
12603,w_fc30a25f899cc005,breastfeed,0.862815884476534
12604,w_acd792052d64d304,radiological,0.862815884476534
12605,w_5cc61e7f28210694,clockmaker,0.862815884476534
12606,w_baaf9dfa1887c01a,conservatism,0.862815884476534
12607,w_ce615280103ccbf4,acoustically,0.862815884476534
12608,w_b1ca780afe769626,translatable,0.862815884476534
12609,w_a00b1e7da795a39d,conservativeness,0.862815884476534
12610,w_946b005723b45bf8,wagon,0.862745098039215
12611,w_6588fed30eee7124,factual,0.862745098039215
12612,w_53e20197cb465d18,yell,0.862745098039215
12613,w_3e1400de2af5421b,respiration,0.862745098039215
12614,w_a0a6db130ad4993a,patriarchy,0.862745098039215
12615,w_c549d6e44049219f,insanely,0.862745098039215
12616,w_56b8e6bb957437cd,governance,0.862745098039215
12617,w_00ea4347c015504b,promotable,0.862745098039215
12618,w_ff16f1057272b2bc,radiotelegraphy,0.862745098039215
12619,w_b82116e598dc9ccc,headband,0.862676056338028
12620,w_58e82aea45dc49e6,salesgirl,0.862676056338028
12621,w_cc533586fd976f94,interpretable,0.862676056338028
12622,w_4a31e8e82ec76f79,coal,0.862595419847328
12623,w_295376fd35f1f1f0,earplug,0.862595419847328
12624,w_b4023bbd62ec2f30,segregation,0.862595419847328
12625,w_d6570e852e0c3582,outlander,0.862595419847328
12626,w_59a14b845e1ac25e,midseason,0.862595419847328
12627,w_6614e6da12763c99,supremely,0.862595419847328
12628,w_7c65b16a090d47e2,incidentally,0.862595419847328
12629,w_9ec91f728540f764,uncorrectable,0.862595419847328
12630,w_c6c446e05f0d7393,resurrection,0.86254295532646
12631,w_c00b945c82d95993,sighting,0.86254295532646
12632,w_ec36db90b8a6188b,nonparticipant,0.86254295532646
12633,w_7ca6c1515a632399,bulb,0.8625
12634,w_b827d9a7af8a6c6e,equip,0.8625
12635,w_233c29034025f769,slam,0.862453531598513
12636,w_8b1f974224c1f63a,oversee,0.862453531598513
12637,w_1c6027c0667c7646,persona,0.862453531598513
12638,w_ff4ae70465a8598d,honorability,0.862453531598513
12639,w_3eddc11b551ba2ad,nontraditional,0.862453531598513
12640,w_2ea84e10ef37a518,ergonomic,0.86241610738255
12641,w_459fab93f3d8e744,elective,0.86241610738255
12642,w_e617a70473e0bcd1,oxidant,0.86241610738255
12643,w_84f9b2fdff576267,unvoiced,0.86241610738255
12644,w_d6dd7ea5927c3521,radiotelegraph,0.86241610738255
12645,w_0e2d5277d6f1d2cf,uselessness,0.86241610738255
12646,w_37ef0562902cacb6,vine,0.862348178137651
12647,w_2ad73590188a5327,rockband,0.862348178137651
12648,w_946f014fb1a2f6ab,populism,0.86231884057971
12649,w_413bdecc6c3942f4,picker,0.86231884057971
12650,w_8794d131340c7138,organist,0.86231884057971
12651,w_2e7fc46a9e1974b8,brightener,0.86231884057971
12652,w_14091a9f2461267e,merge,0.862204724409448
12653,w_e711631380ef1b42,entity,0.862204724409448
12654,w_2b0711ebd50cab7c,localizer,0.862204724409448
12655,w_abda8c2cf2d2dde2,doctorate,0.862204724409448
12656,w_937dc13be3915e37,dividers,0.862204724409448
12657,w_f3e09bab71649aeb,marmalade,0.862204724409448
12658,w_cb61bf4ec45269f8,rainstorm,0.862204724409448
12659,w_76c0bd9963ce45a2,unreviewable,0.862204724409448
12660,w_a90c355b9a246745,barefoot,0.862190812720848
12661,w_cd2c083b0ff2ee0e,rightness,0.862190812720848
12662,w_569184f299426003,disturber,0.862190812720848
12663,w_683682eb76d9ed9b,unformed,0.862190812720848
12664,w_50d4675e40643619,trio,0.862068965517241
12665,w_7a81a830c9c574c6,allocate,0.862068965517241
12666,w_ef4bfd1e6d278f6b,amber,0.862068965517241
12667,w_ddc7ae9542a48731,federalist,0.862068965517241
12668,w_fc38e4aeb7a5b66c,benchmark,0.862068965517241
12669,w_bd5d59380066c98d,paperback,0.862068965517241
12670,w_66746bfc71260de9,endorphin,0.862068965517241
12671,w_a4de278cc35709b8,increasingly,0.862068965517241
12672,w_51dc60df95dfa293,gastronomical,0.862068965517241
12673,w_d43b530f19736325,healthfully,0.862068965517241
12674,w_9de0e36f54f1acb8,unsympathetically,0.862068965517241
12675,w_cda4765cb5e0e7c0,hyperpolarization,0.862068965517241
12676,w_0328f247899b7824,waterfront,0.861952861952861
12677,w_2926bd39965a2d53,motto,0.861940298507462
12678,w_550e0ae3fbb649de,snails,0.861940298507462
12679,w_5f079ab02a277dbb,verbalize,0.861940298507462
12680,w_929ec48a315a267b,booth,0.861940298507462
12681,w_255790fdd5bd7f03,equilibrium,0.861940298507462
12682,w_ece799c669722d94,sandbag,0.861940298507462
12683,w_d42a3a0f71727148,unexploded,0.861940298507462
12684,w_abacc20685e7aac5,recapitalization,0.861940298507462
12685,w_efa44987b6e36a90,van,0.861924686192468
12686,w_2699378d3ee19d97,sandman,0.861842105263157
12687,w_f451202f9261c581,discriminatory,0.861842105263157
12688,w_0fff01ba6b0a7702,prohibitor,0.861842105263157
12689,w_0d8898fc6c141dff,profound,0.861818181818181
12690,w_2fcb5a43a42afa8e,stripe,0.861818181818181
12691,w_c89574ee28e77923,disclose,0.861818181818181
12692,w_7dca7b485496a1a6,channeling,0.861818181818181
12693,w_c2fab1f0bb83c191,ironwork,0.861818181818181
12694,w_9dee6302e21207f8,comprehensibility,0.861818181818181
12695,w_79d56ff9cfaad677,underproductive,0.861818181818181
12696,w_91b0c2bb6f869bf6,stomachache,0.861818181818181
12697,w_e9b61dfa13c7ccd6,betrayer,0.861788617886178
12698,w_287e00410473866f,thermonuclear,0.861736334405144
12699,w_eb01511347eb8023,unwilling,0.861702127659574
12700,w_e33975b907656f1d,persistently,0.861702127659574
12701,w_790400c959ec4b45,neurotically,0.861702127659574
12702,w_5edb8f772089010e,motorization,0.861702127659574
12703,w_84f4675c98d93edd,interval,0.861689814814814
12704,w_b77cad1467608c98,aside,0.861660079051383
12705,w_9c7e05e5868afcf3,prompt,0.861660079051383
12706,w_75855a27137297e6,symptomatic,0.861660079051383
12707,w_652bc98e6a87d87e,curled,0.86159169550173
12708,w_d979397bbfde4bc3,affectively,0.86159169550173
12709,w_5ccd728effb6e711,fictionally,0.86159169550173
12710,w_13ca6e10b630e448,hydroplane,0.86159169550173
12711,w_8ae0071106a9f15b,quantification,0.86159169550173
12712,w_a87ac4b102ac9881,assault,0.861538461538461
12713,w_9aa0342b07af0a62,binocular,0.861538461538461
12714,w_60ae7a0fc9134641,rotator,0.861538461538461
12715,w_2f43ff4b56dc946c,standout,0.861538461538461
12716,w_62ab7307b413e805,clipping,0.861538461538461
12717,w_7f7f028d37e35422,twisty,0.861538461538461
12718,w_dd64fc61614732fe,pictogram,0.861538461538461
12719,w_ab21fd47cfc99d18,replicator,0.861538461538461
12720,w_cb9ab2280293b721,supervisory,0.861538461538461
12721,w_b71d0933da16f3cd,purchasable,0.861538461538461
12722,w_c091bec6f8321034,typographic,0.861486486486486
12723,w_143a8e9a4fecec0e,internalization,0.861486486486486
12724,w_947618c4f93317bc,lubricate,0.861423220973782
12725,w_2e08928d0e854559,headliner,0.861423220973782
12726,w_d7b4f5e91c5f90da,pushover,0.861423220973782
12727,w_dc0ddb815aeeb0b1,unfound,0.861423220973782
12728,w_f4c739e7f32f1037,viewless,0.861423220973782
12729,w_d2fc31dfe8e9d692,unadoptable,0.861423220973782
12730,w_e6544b5a5a07e7a5,dragged,0.861386138613861
12731,w_98fcbaa44316902d,seducer,0.861386138613861
12732,w_cb0a17dc06845527,uninterestingly,0.861386138613861
12733,w_2d347c5fd9020934,definitively,0.861344537815126
12734,w_65f3926f9a2ac8dd,computing,0.861313868613138
12735,w_4edc28b0fbd40ee1,disposal,0.861313868613138
12736,w_2ac584f108e45329,intruder,0.861313868613138
12737,w_05f3afa6f7743a8b,napping,0.861313868613138
12738,w_20ae9a2085cd83ca,anesthetics,0.861271676300578
12739,w_862021235188f8fc,canoe,0.861224489795918
12740,w_ccc3b2151c8c6af3,gluten,0.861209964412811
12741,w_171c1e65f95a4d49,lowercase,0.861209964412811
12742,w_eb428cc7a99638d9,spacesuit,0.861209964412811
12743,w_a587e2933d91bf4c,aimlessly,0.861209964412811
12744,w_8e2a029cc2978ee8,disorientated,0.861209964412811
12745,w_9a05eef82a059c2a,electrographic,0.861209964412811
12746,w_652201d04309e076,substitutable,0.861209964412811
12747,w_f9c1073d46d95297,laminated,0.861198738170347
12748,w_e8126c64c3486e84,ranger,0.861111111111111
12749,w_6f74be2cc5af777c,muse,0.861111111111111
12750,w_598b0ce916fa47ff,asylum,0.861111111111111
12751,w_11725d3f4588325f,hexagon,0.861111111111111
12752,w_8779b41d1f294478,kayak,0.861111111111111
12753,w_0486ea6dc8e177fd,biting,0.861111111111111
12754,w_d6fa97c584487168,hyperbolic,0.861111111111111
12755,w_a22b9a9b8d1d9c36,unrolled,0.861111111111111
12756,w_81285926194a1f72,unrevealing,0.861111111111111
12757,w_aff3d324eb9732a9,disgracefulness,0.861111111111111
12758,w_3c3c18b443a2dcae,unspotted,0.861016949152542
12759,w_7e1a669e380c0b1d,micrographic,0.861016949152542
12760,w_ef48b88979add24e,determinative,0.861016949152542
12761,w_d59795de8a4d8383,bundle,0.861003861003861
12762,w_ff94b08bd7e38c2a,amplify,0.861003861003861
12763,w_5686b27d73870843,lawsuit,0.861003861003861
12764,w_2e85d900e3d6dc04,craftsman,0.861003861003861
12765,w_e71b2fa07f634014,photophobia,0.861003861003861
12766,w_a227ba2548a15e4a,contradictable,0.861003861003861
12767,w_e960ee19c47853c4,glucose,0.86092715231788
12768,w_4b6f53ecafbe942d,birdcage,0.86092715231788
12769,w_de1027d6806d4258,fart,0.860902255639097
12770,w_4706cb101aecb4fe,freeware,0.860902255639097
12771,w_c5007de402b379fa,branched,0.860902255639097
12772,w_3e3a895086364dfc,nonhuman,0.860902255639097
12773,w_6349a5d7c4626b01,containment,0.860902255639097
12774,w_00f46c5c11a10a1e,climatically,0.860902255639097
12775,w_3dcb8388b662a6af,overenthusiastic,0.860902255639097
12776,w_f1e835a09c639c51,pastor,0.860869565217391
12777,w_79675a87bcbd763e,urination,0.86084142394822
12778,w_fae762e7c1e46b59,cosmology,0.86084142394822
12779,w_c31c0964ad4baa84,capitulation,0.86080586080586
12780,w_9d3118688b70fb94,deadliness,0.86080586080586
12781,w_93694d0862a52014,typological,0.860759493670886
12782,w_61d5a438029324cd,incomprehensible,0.860759493670886
12783,w_cfcba56a88a3dbb6,exorcist,0.860714285714285
12784,w_adebab7eb868ec36,deduct,0.860714285714285
12785,w_cf8fb6a7f1d022ba,trapping,0.860714285714285
12786,w_3f3a91c801437df4,intimidation,0.860714285714285
12787,w_9323ce9a90068772,impersonate,0.860714285714285
12788,w_6a7edd5dc93cb6b8,blankness,0.860714285714285
12789,w_e7b1727298e1bc5d,protectionist,0.860714285714285
12790,w_ac94f94dc055deb7,antitoxic,0.860714285714285
12791,w_79ba5d19cc3b9fdb,identifiable,0.860714285714285
12792,w_5fcccdcf1d079c4a,latitude,0.860655737704918
12793,w_9614e5de5e41a736,natured,0.860655737704918
12794,w_cac71a8c1566e284,nonfinancial,0.860655737704918
12795,w_6c96caaf29b01c4c,intersect,0.860627177700348
12796,w_311d71a63d3da651,supposedly,0.860627177700348
12797,w_204acd4bb18314a8,racehorse,0.860627177700348
12798,w_48619257272a3113,perceive,0.860557768924302
12799,w_2458f7f0e8983fac,incubation,0.860557768924302
12800,w_f8745a959507ef9d,sweetener,0.860557768924302
12801,w_e8de1377bee15d0e,dancehall,0.860557768924302
12802,w_c2d022a750a5b666,contextually,0.860557768924302
12803,w_acc1976d48c1573f,psychics,0.860557768924302
12804,w_3ce69cdfac0d26af,lastly,0.860544217687074
12805,w_6e270d8ac80464a7,needlessly,0.860544217687074
12806,w_4e170172db357321,mindlessly,0.860544217687074
12807,w_dbf0fff0c8547f98,birdsong,0.860544217687074
12808,w_1ea1ca1be980d252,indiscretion,0.860544217687074
12809,w_33b386961f123e77,denominate,0.86053412462908
12810,w_32ab9ce03604727c,convict,0.860465116279069
12811,w_18b1ec962b261976,acronym,0.860465116279069
12812,w_d543318b08ce0bc7,internship,0.860465116279069
12813,w_7b2f622692bc4a0d,motorize,0.860465116279069
12814,w_c584ad0a89bc0312,superficially,0.860465116279069
12815,w_000c68cda0f0dd2f,unorthodox,0.860465116279069
12816,w_a38d7d43d5f01f1d,woodcraftsman,0.860465116279069
12817,w_ba9bebb3b46c242c,mailbag,0.86038961038961
12818,w_4da935c32fdaaac6,astonish,0.860377358490566
12819,w_703c518a23972ccb,slider,0.860377358490566
12820,w_c8251d848e225e4d,aurora,0.860377358490566
12821,w_f95b5fe2339898ad,sibling,0.860294117647058
12822,w_e97f2c55caaa4e20,naturist,0.860294117647058
12823,w_c7a10cc6a5becd05,affectionate,0.860294117647058
12824,w_73d71f48805c8333,overbuilt,0.860294117647058
12825,w_0b882860c894d24a,antidepressant,0.860294117647058
12826,w_74743b8c06ba10fa,underskirt,0.860294117647058
12827,w_fb434ed05d1066c1,headlamp,0.860294117647058
12828,w_837f0db28d943b60,unimpressionable,0.860294117647058
12829,w_d586ebc3876e8e51,downward,0.86021505376344
12830,w_a9a591357a516d03,laminate,0.86021505376344
12831,w_978ae7bf56307f9c,disloyal,0.86021505376344
12832,w_d58e19a08086cdfe,introversion,0.86021505376344
12833,w_84fbf760adee8802,irritant,0.86021505376344
12834,w_28be374448a19fe1,thickening,0.86021505376344
12835,w_d3b6df81fc03d22b,proportioned,0.86021505376344
12836,w_e681dbf7dd1b0231,laundryman,0.86021505376344
12837,w_638e265d5159fc89,edgeless,0.86021505376344
12838,w_7ee10b7815fafe3e,overcapitalization,0.86021505376344
12839,w_321f0d969dd5f1c9,prosecutor,0.860068259385665
12840,w_57f6343d2a4619eb,disadvantageous,0.860068259385665
12841,w_49443c2ea5a9bda6,vice,0.86
12842,w_ec1361bdf4373089,dualism,0.86
12843,w_04e88c8824d359e3,rhino,0.86
12844,w_31d790a962ae3365,reversing,0.86
